num_people,has_children,has_elderly,has_pregnant,has_disabled,medical_emergency,water_level_cm,disaster_type_encoded,road_blocked,distance_to_nearest_shelter_km,people_visible_in_image,severity_estimate_encoded,priority_score
8,0,1,0,0,0,103,3,1,8.098473381440483,4,0,73.67303048824121
5,0,1,0,1,0,193,2,1,2.6701856964638475,3,0,99.28836562602093
4,0,0,0,0,0,126,2,0,2.751516540111127,2,0,64.90885879688776
2,0,1,0,0,0,112,1,0,7.141297350100135,2,0,58.46679652188249
3,0,0,0,0,1,73,3,0,13.069589013056522,2,1,76.20310330068342
3,0,0,0,0,0,12,4,1,1.8167583004396581,1,0,47.86775596510336
4,1,0,1,0,0,14,2,0,14.975938729423582,3,1,85.14474200572896
4,0,0,0,0,0,72,1,1,13.15109262187234,3,1,68.2752473431347
5,1,0,0,0,1,26,4,0,5.949125682903337,4,0,86.04203666704613
4,0,0,0,0,0,135,4,1,3.8714631282907006,3,1,78.61730119414962
8,0,0,1,0,0,197,4,0,13.837741817968247,2,1,85.4928412022746
6,0,0,1,1,0,227,0,0,1.935853126625872,3,0,89.518891334452
6,0,0,0,0,0,177,2,0,5.274620037745551,4,0,73.38804129056962
8,0,1,0,0,0,87,0,0,1.3502939925605055,3,0,61.90153272508728
7,0,0,0,0,0,194,0,1,14.306587967995034,3,0,67.70371257024671
8,0,0,1,0,0,153,2,1,9.302581935263271,2,0,84.34026485219003
2,0,0,0,0,0,35,3,0,5.109076705634237,3,1,47.356968145327706
9,0,0,0,0,0,148,5,0,4.204699164018873,1,1,65.0288122469169
1,0,1,0,1,0,204,1,0,6.717004973791068,4,2,100.0
8,0,0,0,0,1,51,5,1,1.461539307408336,4,1,90.99293447540906
4,0,1,0,0,1,138,5,0,13.351299060458024,4,1,91.31884633724967
4,0,0,0,0,0,7,5,1,7.713011616565833,3,1,50.1873432991451
5,0,0,1,0,0,56,5,0,10.903962057781234,1,2,68.98750234756706
8,1,0,0,0,0,109,2,0,3.582813041247039,5,0,75.23526936683263
5,0,0,0,0,0,173,5,0,7.60586398706265,5,0,55.885706003669746
8,1,0,0,0,0,239,1,0,3.245183431271642,4,0,83.03044820959738
1,0,0,0,0,1,205,3,0,12.259809757846897,0,0,72.42191896498319
9,0,0,0,0,0,224,2,0,11.651597646631483,5,0,74.74667369788476
6,0,0,0,0,0,129,5,0,2.308214630526352,5,0,55.7232872974767
3,0,1,0,0,0,63,4,1,1.2101528209673873,2,0,63.57093397261282
8,0,0,0,0,0,179,2,0,12.380531374665322,0,2,81.09466490036526
9,1,0,0,0,0,192,3,0,1.7337537806150305,0,2,89.3496623959684
6,0,0,1,0,1,10,5,1,8.272411312211498,4,1,98.72755689695207
7,0,0,0,0,0,133,0,1,8.063860739177963,0,0,59.93686037277425
1,0,0,0,0,0,95,2,0,3.123866615169125,0,2,67.45939666659643
5,1,1,0,0,0,206,4,1,8.911211341683263,5,2,100.0
5,0,1,0,0,0,75,2,1,7.591052591222588,1,2,88.52507282777329
4,0,0,1,0,0,63,0,1,7.686919413359769,2,1,71.1061920059523
6,0,0,0,0,0,100,2,0,5.459529648727569,3,0,62.16271302865434
7,1,0,0,0,0,92,4,1,12.592585498184992,4,0,78.6992056943294
9,1,0,0,0,0,182,3,0,1.357121386736916,5,2,94.20723416868216
1,0,0,0,0,0,43,4,0,6.635483412945173,5,0,43.824049808232374
6,1,0,0,0,0,213,3,0,3.971263736651343,4,0,77.99883350091405
7,1,0,0,0,0,237,4,0,12.741655454236502,0,0,71.87059344546354
3,0,0,0,0,0,141,1,1,3.453699212383048,3,0,67.13386809733886
8,0,0,0,0,0,82,2,0,11.52866987113042,5,2,85.05735715092406
5,0,0,0,0,0,132,2,0,9.211578303643819,3,0,63.56463243934537
9,1,0,0,1,0,98,0,0,13.134374805162437,3,0,81.20662598155452
5,0,0,0,0,0,24,1,0,8.947529749524048,4,2,75.77912811724823
9,1,1,1,0,0,177,0,0,8.391617059412358,4,0,98.98038079087328
4,0,0,0,1,0,101,2,0,12.036836099764544,5,2,90.64432133067332
9,1,1,0,0,1,72,0,0,8.48104835082363,5,0,96.83223646419296
5,0,0,0,0,1,121,3,0,12.683676678802568,5,1,96.0474069661979
9,0,0,0,0,1,70,1,0,0.8348386441558521,1,0,84.14618176014706
3,1,0,0,0,0,116,4,1,7.477732819541809,4,1,78.808733108241
4,1,0,0,0,0,81,3,0,12.209103549328368,4,0,53.10275169992318
9,1,1,0,0,0,129,5,0,12.740640689041467,1,2,81.40413410942125
6,0,0,0,1,0,115,4,0,12.52742512339957,4,0,75.01797083696458
2,0,0,0,0,0,9,0,0,9.105281662212299,0,0,30.428412663868425
7,0,0,0,0,0,235,2,0,14.910172997887514,0,2,85.0519190310074
2,0,1,0,0,0,129,3,1,2.80265598630465,1,0,65.47022794925621
2,0,0,0,0,0,59,1,1,2.699417932874267,5,1,74.89731834450154
1,0,1,0,0,0,44,4,1,0.5890578504151732,1,1,72.64775954618452
3,0,1,0,0,0,135,5,0,14.841123926208777,0,0,50.038998388221685
6,1,0,1,0,0,185,3,0,5.285505562579495,3,0,89.79215221745726
8,0,1,0,0,0,118,2,0,11.454607275127673,4,2,93.5029444380038
9,0,1,0,0,1,6,1,1,0.9896836603546437,2,0,93.26068129085726
7,0,0,0,0,0,226,1,1,4.550452784316351,2,0,74.4010118870469
4,0,0,0,0,0,214,4,0,9.395325386784034,1,1,69.25750612840814
6,0,0,0,0,1,71,3,0,7.919223431879049,2,0,74.74626533028619
5,1,0,0,0,0,20,3,0,3.1954487714686994,3,1,64.44340944079127
8,1,0,0,0,0,96,1,0,6.97773440060345,2,0,70.4987609782543
1,1,0,0,0,0,46,0,1,1.7208516788905057,0,2,70.89835660245699
1,1,0,0,0,0,0,1,0,8.186281736517607,1,0,43.17992156685965
6,0,0,0,0,0,139,2,0,1.544427501520545,5,0,72.64574056578026
2,0,0,0,0,0,202,3,1,9.575438317636738,2,2,81.58371239916964
5,0,1,0,0,0,175,4,0,2.414827913395156,4,0,75.74756548465794
1,0,0,0,0,0,127,3,0,8.251579794792585,1,0,49.381553592546986
7,0,0,0,0,0,93,1,0,2.023898129365969,3,1,78.13583909398935
1,0,0,0,0,0,131,2,0,6.0705854617058534,0,1,55.11288669813098
4,0,0,0,0,0,33,0,0,5.3422900173182395,2,0,38.849738472605736
9,0,1,0,0,0,86,3,0,11.370519427511987,0,0,53.903963715095806
1,0,0,0,0,0,31,1,1,9.653308504752497,3,1,51.14636986122293
4,0,0,0,0,0,2,5,1,14.062623424004558,5,0,50.32044425476547
6,0,1,0,0,1,219,1,0,13.836468714082777,2,2,100.0
6,0,1,0,0,0,67,1,1,10.902440825564307,5,0,73.41732719836105
8,0,0,0,0,0,56,2,0,11.581727534787898,5,2,75.40119585549712
1,1,1,0,0,0,113,1,1,9.41119500699856,1,0,71.7629364684428
7,0,0,0,1,0,203,1,0,10.40578213809632,5,0,85.07492425733265
1,0,0,0,0,0,151,1,0,9.296613292638085,1,0,48.186205246999194
7,1,0,0,1,0,32,3,0,4.745298966390729,5,0,79.03807686103212
3,0,0,0,0,0,130,1,0,5.32527477981676,4,0,60.52630326768845
8,0,1,0,0,1,131,2,1,8.66353403674737,3,0,100.0
3,0,0,0,0,0,29,5,0,10.830636218182761,2,2,48.134429805147555
1,0,0,0,0,0,69,3,0,6.151173784890065,0,0,37.248399401771465
8,1,1,0,0,0,48,5,0,2.225750232318643,0,2,78.83378419471904
3,1,0,0,0,0,29,1,0,6.94531580845384,2,0,48.52809355471222
2,0,1,1,0,1,199,0,1,14.451498525972331,3,1,100.0
1,0,1,0,0,0,81,5,1,3.289894331968876,3,2,77.76584130426491
3,0,0,0,0,0,143,2,0,9.77112939571583,5,2,84.672583971472
2,0,0,0,0,0,180,0,0,14.739872792638593,0,0,43.38457454977884
2,0,0,0,0,0,133,2,0,5.7059420199633815,2,1,61.6187365059571
6,0,0,0,0,0,23,0,0,13.329465771739878,5,0,47.111121808060474
1,0,0,0,0,0,114,1,0,12.973729885922719,2,0,44.42093942027126
2,0,0,0,0,0,91,0,0,5.151769889475533,0,1,45.20279198550341
6,0,1,0,0,0,223,5,1,1.5679081442250318,2,0,80.26776426195659
3,0,0,0,0,0,216,0,0,2.7602334030450972,2,0,53.67984989786803
4,0,0,1,0,0,155,2,0,5.5496627537116865,5,0,84.3458031865803
1,1,0,0,0,0,20,1,0,14.391101203284567,1,0,44.50150502682882
8,0,0,1,0,0,7,2,1,4.189307161216646,1,0,69.28095081608345
7,0,1,0,0,0,35,1,0,13.91028471431477,4,2,89.48002751414244
7,1,0,0,0,0,123,5,0,2.802333815695006,5,0,69.62959978479529
3,0,0,0,0,0,8,4,0,14.550205142798903,4,1,46.52200749115374
3,0,0,1,0,0,39,3,0,4.4747075774301575,3,1,63.851987210999454
2,0,0,0,0,1,212,5,0,9.533074725273963,1,1,83.98594273350577
1,0,0,0,0,0,178,5,1,1.1383992446109419,1,1,62.270079359501516
7,0,0,0,0,0,128,3,1,4.56499615069099,1,1,75.19981000273391
7,0,0,0,0,0,190,2,1,3.2395850550379204,1,0,78.54389957064075
2,0,1,0,0,0,244,5,1,0.15090836338999428,3,0,74.18662546312933
7,1,1,1,1,1,116,1,1,2.4358698369881306,0,2,100.0
8,0,0,0,0,1,67,0,1,8.937244382574145,3,2,98.59868256204608
1,0,1,0,0,0,201,5,0,5.909810580749417,0,1,63.054665980121456
9,1,0,0,0,0,153,3,0,10.86630762243438,4,0,67.08508759962974
7,0,0,0,0,0,167,5,0,10.099011544574406,1,0,47.436241568328605
3,1,0,0,0,0,2,2,0,12.009562684217988,5,0,56.78986318272749
8,0,0,0,0,0,107,2,0,13.018672843186176,5,1,70.59848475838554
7,1,0,0,0,0,121,2,1,12.31539999654256,0,1,82.76705428331478
8,0,0,0,0,0,8,1,0,6.776106511803932,3,1,53.89475165021585
6,1,0,0,0,1,159,5,1,4.7000431824460644,0,1,100.0
9,1,1,0,0,1,194,2,1,7.584306698230228,2,0,100.0
5,0,0,0,0,1,3,4,0,8.073414748906826,4,1,81.85938241559613
3,0,0,0,1,0,5,0,0,4.766300302434146,4,0,50.721483093857294
3,0,1,0,0,0,72,2,0,8.146097522582547,1,1,66.54886742846645
1,0,0,0,0,0,25,1,0,1.6761168172530108,1,0,41.09239967638849
8,0,0,0,0,0,129,0,0,3.542522745727791,3,0,56.973301361704635
2,0,1,0,0,0,193,0,1,11.216116494669278,0,0,59.002019238129236
3,0,0,0,0,0,113,3,0,2.8242002020237265,2,2,69.89687447898244
8,0,0,0,0,0,84,2,1,2.1716639388266623,4,1,87.97154410217541
8,0,0,0,0,0,85,2,1,4.381413550679375,0,0,60.0270860841789
4,0,1,0,0,0,130,5,0,5.6286318397426705,2,1,63.36271537036963
4,0,0,0,0,0,34,1,1,4.9953753982784095,5,1,70.58901482337676
5,0,1,0,0,0,113,4,0,5.681620234479631,0,1,69.90769196789468
6,0,0,0,0,0,58,5,1,2.1846939091743645,1,0,52.96758598462061
5,0,0,0,0,0,37,4,0,2.5643878538168754,5,0,51.96888746479215
7,0,1,1,0,1,32,3,1,3.61394119600386,5,0,100.0
2,0,0,0,0,0,120,4,0,6.089681060054354,4,0,52.112487912361935
7,0,0,0,0,0,142,1,1,5.104896614114705,2,1,80.90772040886641
7,1,0,0,0,0,202,3,0,11.890890478256482,1,0,77.81012529160853
1,0,1,0,1,0,201,2,0,7.9302169076198314,5,0,87.88475805934607
7,0,0,0,0,0,99,4,0,8.677945302987418,3,0,51.9393328069963
5,0,0,0,0,1,141,1,1,8.452834722618112,3,0,90.32745735778927
3,1,0,0,0,1,193,1,1,6.041748372578218,1,2,100.0
3,1,1,0,0,0,44,2,1,14.70920115191786,2,2,98.74191868834966
4,0,0,0,0,0,47,1,1,0.6561987794678653,2,0,55.164347825280736
2,0,0,0,0,0,171,3,0,3.315982893835686,4,2,78.20409556628621
2,1,0,0,1,0,117,3,0,4.341355009960591,1,0,67.99066797063092
1,0,0,0,1,0,164,5,0,13.231341193405497,3,1,59.50285283605548
5,0,0,0,0,0,242,0,1,13.791150123481907,1,0,61.24337596111708
4,0,0,0,0,0,28,2,1,12.706946915234504,0,0,50.006746266138684
2,0,0,0,0,0,226,1,0,6.312569617997967,2,2,73.10077172347397
3,1,1,0,0,0,244,4,1,13.727895957128634,5,2,100.0
7,1,1,0,0,0,83,5,1,1.567770633706218,0,0,73.02720470376151
7,1,0,0,0,0,212,3,0,9.821277034206345,3,2,98.86876330290933
4,0,1,0,0,0,161,2,1,14.064634285964717,2,1,94.72417976908761
5,1,0,0,0,0,186,2,0,11.34800761707431,3,0,77.57882677314612
5,0,1,0,0,0,112,3,1,4.24022081217332,3,0,74.70066147282057
6,0,0,0,1,0,116,0,0,10.790836684742965,3,0,62.23662444321519
9,1,0,0,1,0,42,2,0,4.491974206483689,4,1,95.95477295493534
2,0,1,0,0,0,160,1,0,1.7625735017300732,3,2,87.97524817322507
5,0,1,0,0,0,18,4,0,10.786600854123007,3,1,64.02988387139784
3,0,0,0,1,0,7,4,0,2.7704769913378042,0,1,56.51173775672632
4,1,0,0,0,0,158,3,1,1.754867588353803,0,1,81.14235170233277
6,0,0,1,0,0,10,2,0,8.321224814262441,0,0,63.70394863022878
8,0,0,0,0,0,7,4,1,9.347316358069708,2,0,53.6372790619423
1,0,0,0,0,0,152,2,0,0.8607386384007385,4,0,61.65707652562354
8,1,0,0,0,0,112,3,1,0.16658643118713676,2,1,85.4697167330309
7,1,1,0,0,1,147,0,0,13.242847922857962,4,2,100.0
1,0,0,0,1,0,37,4,0,1.8172631583493397,4,0,56.71372966023117
2,0,0,0,0,0,134,1,0,8.800080986714864,1,0,51.64446202323626
3,0,0,0,0,0,116,5,0,14.307839086571281,5,1,58.51878539719251
1,1,0,0,0,0,204,3,0,7.727460727065258,1,0,59.10013913594185
9,0,0,0,0,0,166,5,1,2.1829903367478845,1,1,73.75276896306485
8,1,0,0,0,0,234,0,0,5.962919098009512,4,0,71.56454730853743
2,0,1,0,0,0,73,1,0,9.398228002882792,4,1,71.43449756962006
9,1,1,0,0,0,71,5,1,11.466310592331162,2,1,80.35134516281134
7,1,0,0,0,0,105,1,0,9.143376119100903,4,0,70.55418238814458
9,0,0,0,0,0,117,4,1,0.6113044440752986,3,2,88.95912859649643
6,1,0,0,0,1,234,2,1,2.2322326924476523,3,0,100.0
6,0,1,0,0,0,19,3,1,5.639845163045403,4,0,65.62744041033093
4,0,1,0,0,0,208,1,0,10.615133911357084,3,0,69.76721981484937
2,0,0,1,0,1,10,4,0,8.806486826713348,4,2,98.87844786592137
7,1,0,0,0,0,143,0,0,0.7659552555960605,1,0,68.41709044741557
5,0,1,0,0,0,228,1,0,11.973600023297934,4,0,77.43196395143508
6,0,0,0,0,1,41,0,0,9.116354027200888,1,1,78.53211440850252
2,0,0,0,0,0,223,3,1,13.318535528963729,0,0,57.44360324032147
5,0,1,0,0,0,89,4,0,6.323031171599668,3,0,62.89307149790544
4,0,0,0,0,0,249,0,0,7.404006534479458,0,0,55.01252221101078
9,0,0,0,0,0,51,2,0,6.142706467567611,3,2,81.02637937517044
6,1,0,0,0,0,164,5,0,10.864572489684363,5,2,90.86369298127137
2,0,0,0,0,0,51,0,0,11.306749752337351,5,0,41.347537559020786
1,0,0,0,0,1,136,0,1,10.876311671313848,5,1,88.0807010730691
5,0,0,0,0,1,162,4,0,4.444829567829629,0,0,80.45157069587285
9,0,0,0,0,1,194,4,1,9.576869901942981,5,1,100.0
6,1,0,0,0,0,94,1,1,5.144069675543276,4,0,83.96173549750316
7,1,1,0,0,1,233,5,1,12.52958613677932,5,0,100.0
5,0,0,0,1,0,134,0,0,0.9212308181399599,0,1,68.11150106813037
6,1,0,0,0,0,1,0,0,0.6620392151173943,3,0,56.5479550442564
5,1,0,0,0,0,24,4,0,1.6154555256846372,2,0,50.63072947918327
9,1,0,0,0,0,231,2,1,3.1152115975015273,3,2,100.0
6,0,0,0,1,0,75,4,1,0.6607668503655163,2,2,94.13818041451933
8,1,0,0,0,0,93,2,1,1.1670886692490705,4,0,86.38465403329552
2,0,1,0,0,0,245,5,0,4.660241741746245,3,1,67.40564678389718
9,0,0,0,0,0,93,4,0,1.5868811586003106,0,1,58.92153110313426
5,0,1,0,0,0,220,5,0,12.050899272454386,4,0,66.00342690335695
7,0,1,0,0,1,40,3,0,0.9026240955133975,3,2,100.0
1,0,0,0,0,0,202,0,0,13.628148758592996,4,1,55.28335239735801
5,0,0,0,0,0,242,5,0,13.075509204720513,2,1,66.91342739382951
2,0,1,0,0,0,179,2,1,3.2049270516215365,4,0,81.69356718558895
6,1,1,0,0,0,86,3,1,1.1657530862611862,0,0,79.09298794114348
1,1,0,0,0,1,80,2,1,1.6724721728202743,3,0,96.9716275524126
3,0,0,0,0,0,204,1,1,8.430414726297968,2,0,65.08624610151853
5,1,0,0,1,0,224,1,1,9.053644525774686,4,0,100.0
4,1,1,0,0,0,192,0,0,4.8021835125294565,1,0,73.81554547750792
3,1,0,0,0,1,123,3,0,4.52282165762233,2,0,86.91451573768819
5,0,0,1,0,0,231,3,1,8.01936890044714,2,0,84.82220588062613
8,0,1,0,1,0,76,1,0,4.653857856601121,0,0,76.3340699586648
4,1,0,0,0,0,37,0,0,14.021360469370395,0,0,43.92806390379808
1,0,0,0,0,0,194,5,0,5.801213505656035,4,0,47.595021970156466
7,0,0,0,0,1,207,1,0,3.375224856740495,1,1,100.0
8,0,1,0,0,1,41,3,0,2.274876213400993,2,0,84.9021555238263
3,0,0,0,0,1,198,2,0,9.512452081552041,4,2,100.0
6,0,0,0,0,1,181,3,0,4.967258077872776,5,1,100.0
2,0,0,0,0,0,244,0,0,2.9130430055131433,1,1,59.61116447591361
7,0,0,0,0,0,194,3,1,4.209651317061399,4,2,91.12552841379085
8,1,0,0,0,0,77,4,1,4.68743543860075,2,0,69.88359467058119
6,1,0,0,0,0,63,3,1,9.424918717310835,4,0,64.7133105771956
6,0,0,0,0,0,207,4,1,2.7027543537999543,0,0,69.31387685630864
5,1,1,0,0,0,131,1,0,11.018776100224263,0,0,77.8743249284956
8,0,1,0,0,1,158,5,1,4.642745794381868,3,0,100.0
1,0,0,0,0,0,124,4,0,7.375812900413524,1,2,63.19784749675382
4,1,0,0,0,1,140,3,1,9.857101247019811,5,0,98.33915295317782
4,1,0,0,0,0,26,5,0,8.199939597202068,2,2,64.08581766442845
3,1,1,0,0,0,58,5,1,9.967279775129088,1,1,73.66059120468367
3,0,0,0,0,0,64,3,0,4.906673007141687,0,1,43.963557236457696
4,1,0,0,0,0,191,3,0,14.455403797048504,5,0,80.91828401228315
1,0,0,1,0,0,24,0,1,6.938946851973122,2,1,60.78255871450245
2,1,0,0,0,0,36,1,1,4.89681078599593,3,0,61.40309647064222
9,1,0,0,1,0,241,4,0,4.51627002244033,0,0,84.26248733167657
2,0,0,0,1,0,235,2,1,0.7361550478840583,0,2,99.0737720329653
5,0,0,0,0,0,202,4,0,10.303607448433983,5,0,65.48463803304995
9,1,0,0,0,0,200,3,1,4.01147762944516,1,0,83.61868673293608
9,0,0,0,0,0,123,2,0,14.388060074206393,4,2,88.72266550283656
8,0,0,0,0,0,70,2,1,3.2356267061141963,1,0,68.24806339957757
1,1,0,0,0,0,141,4,0,7.989418785912023,0,1,62.872579019119605
1,0,0,0,0,0,93,4,1,11.05851342753292,1,1,55.031996084416086
9,1,0,0,1,0,151,4,0,13.06471789283301,4,0,84.54332766800928
8,0,0,0,0,0,66,4,0,2.4312673030511736,3,2,76.12497213893238
9,0,0,0,0,0,175,1,0,14.782482953405795,2,2,80.55871486124272
7,1,0,0,0,0,102,0,0,13.61055988123346,0,0,55.73447160431495
3,0,0,0,0,0,90,0,0,14.446461516790231,1,0,43.898583284401816
3,0,0,0,0,0,192,4,1,12.80479431717043,0,1,69.19070222048757
2,1,1,0,0,0,165,0,0,13.177271497700113,2,1,76.99975932553839
5,0,0,0,0,0,89,4,0,9.022550847106128,1,1,56.91796685356321
3,0,0,0,0,0,69,4,0,12.695119940448997,3,0,48.057254460971805
6,0,0,0,0,0,58,4,0,8.056799032163127,2,0,48.79826526384386
2,1,0,0,0,0,233,5,0,8.119435842136156,4,2,79.70064176742711
3,1,0,0,0,1,11,1,1,8.48244336932479,4,0,88.91104036436847
5,1,0,0,0,0,181,3,0,14.945137081055497,0,1,70.62782136205674
1,0,0,0,0,1,50,0,0,1.6554831180505813,4,2,85.96979975606874
1,1,0,0,1,0,165,0,0,12.103588679587716,1,0,66.15334304846729
9,0,0,0,0,0,173,1,1,4.172356594520297,4,1,88.70258321117423
7,0,1,0,0,0,226,1,1,5.4822835307063595,3,0,90.86498772920473
1,0,1,0,0,0,9,4,1,1.2999455338598174,5,2,76.87508646911856
8,1,0,0,0,0,8,4,0,5.338449342622637,1,0,56.47537151282078
3,1,0,0,1,0,86,5,1,14.862364187336953,5,0,71.73149996718749
8,0,0,0,0,0,93,5,1,6.016332001237728,0,1,62.44778182338614
5,0,0,0,0,0,51,3,1,10.078350007586474,0,1,63.34526534719112
1,1,0,0,0,0,178,0,0,1.8986265036069143,4,0,53.39591310537726
7,0,0,0,0,0,21,1,1,13.845208425255288,4,0,58.23785827080309
5,1,0,0,0,0,238,3,0,12.433406161207301,0,0,58.62736851731964
6,0,0,0,0,0,72,0,0,5.855785132534503,1,0,42.57900999396026
6,0,0,0,0,0,82,3,0,5.292103656824206,2,1,61.128132332054165
8,0,0,0,1,0,71,3,1,6.540778352351318,0,0,69.40943216222496
9,0,1,0,0,0,117,4,1,6.078746924532029,3,1,90.08408185750044
2,1,0,0,0,0,67,3,1,3.944956990743581,1,2,80.06419475313052
9,0,0,0,0,0,4,4,1,14.86360948507359,2,2,74.08054178392601
9,1,0,0,0,0,82,0,1,12.17714219000061,2,1,71.1768112444934
7,0,0,1,0,0,237,5,1,4.092056566662497,1,0,82.36012411290656
1,0,0,0,0,0,209,0,0,14.72769953530124,0,0,40.46665611283269
7,0,0,0,0,0,120,4,0,0.3313990568985017,2,2,82.17802590575033
5,0,0,0,0,0,156,5,1,6.624674787268317,3,2,78.03355848062604
6,1,0,0,0,0,210,2,0,8.58532943621214,5,0,85.16593709244951
7,0,0,0,0,0,5,5,1,0.6600406694635053,1,2,66.96688932383879
5,0,0,0,0,1,68,3,1,2.499454141486641,4,2,100.0
7,0,0,0,0,0,57,0,0,3.946153124560924,5,2,71.20890139875691
9,0,0,0,0,1,42,3,1,10.831383159823766,0,1,87.18472253462637
3,0,0,0,0,0,247,5,0,14.102178580092602,1,2,62.5606213944576
8,1,0,0,0,0,196,2,0,9.40557279433218,3,2,100.0
2,0,1,0,0,0,71,3,0,8.48365770605335,5,0,53.60331225616775
7,0,0,0,0,0,90,2,1,8.097710887639376,5,2,87.07853000113107
2,0,0,1,0,1,36,1,1,5.325484382183925,2,0,89.72096427993729
4,1,0,0,0,0,234,2,0,12.432943757444239,0,0,68.76438570796624
7,0,1,0,0,1,57,0,0,8.15743482972026,0,1,83.86718522623335
3,0,1,0,0,0,236,5,0,3.5285373719234685,1,1,73.77290257164019
2,0,0,0,0,0,229,4,0,2.1387850016447643,1,2,78.19526652587363
7,0,0,0,0,1,126,4,0,14.78413647144185,3,0,84.98619203390248
1,0,0,0,0,0,36,3,1,0.3603509038278273,4,0,47.05364367111234
8,0,0,0,0,1,209,5,1,14.008256446848094,1,0,85.41000579906196
3,1,0,0,1,0,153,1,1,3.3527191875866333,5,0,91.29050173231856
2,0,0,0,1,0,169,3,0,9.897488036956549,1,1,63.47060068729968
3,1,0,0,0,0,15,2,0,4.592834631412155,1,0,54.51781832514806
5,0,0,0,0,1,149,4,1,12.911175137009254,3,0,92.43350871132878
8,0,1,0,0,0,109,2,1,8.197335300505966,2,0,79.16776249852188
7,0,0,0,0,0,150,4,0,2.2017605641277638,4,1,77.58159802119242
7,0,0,0,0,0,174,4,0,4.1205415066915965,3,0,62.94133715790688
7,1,0,0,1,0,194,4,1,4.872746746189415,1,1,100.0
8,0,1,0,1,0,130,5,0,13.300243229412454,2,0,70.0507322192502
1,0,1,0,1,0,11,0,1,11.524402438719687,1,0,59.75321950491106
4,0,0,0,0,0,22,5,0,12.46085095790192,3,2,58.68766472340678
6,1,0,0,0,0,110,2,0,0.8785575988376417,0,0,72.11169356942546
9,0,1,0,0,0,138,5,1,8.723854861551628,1,1,82.48269830946475
2,1,0,0,0,0,233,3,0,14.987736264668232,2,1,73.52929915410238
1,0,0,0,0,0,51,1,0,11.799474621894381,4,1,54.5078646004614
2,0,1,0,0,0,238,3,0,1.8985444527097262,0,1,76.49007367250434
7,0,0,0,0,1,177,5,1,10.214390694369495,1,1,96.78699939015176
3,0,0,0,0,0,184,2,1,11.20532493133823,1,1,80.84581883881117
2,0,1,0,0,0,191,1,0,7.762300503228988,2,0,66.30439234898564
7,0,0,1,0,1,126,3,1,1.2734219018242858,0,0,100.0
2,1,0,0,0,0,173,1,0,0.6168249045747184,0,2,83.70541729365534
3,1,0,0,0,0,28,2,0,14.07336448886632,0,2,71.01316720276107
7,1,0,0,0,1,120,4,0,3.9369580856314172,1,0,89.31721319447678
4,0,0,0,0,0,197,2,1,5.746625092574906,0,0,67.68959352602914
1,0,0,0,0,1,173,0,0,11.949635360684024,1,0,65.53131446198127
5,0,0,0,0,0,143,1,0,10.369985126089903,1,1,62.50494946229702
9,1,0,0,0,0,225,2,0,14.531628930511593,5,0,83.23568455598895
8,1,0,0,0,0,178,4,0,1.4833040831463964,0,1,84.26307777932887
9,0,0,0,0,0,100,4,1,10.633101653780486,3,2,86.38208512789684
9,0,1,0,1,0,10,2,0,1.3252099063872766,4,2,96.12963697731085
7,0,0,0,0,0,138,3,0,0.10246589786705473,4,0,65.67586216393707
4,0,0,0,0,0,190,2,0,1.891430370197436,3,2,88.84640165201462
5,0,0,1,0,0,180,4,0,9.289215139360635,0,1,84.0086097156518
1,0,0,0,0,0,88,2,1,10.175271968703878,1,0,50.4923436867997
1,1,0,0,0,1,57,0,0,6.631264098902804,2,0,65.165761404035
3,0,0,0,1,0,18,3,0,0.7864535750876209,3,1,63.446932265808776
8,0,0,0,0,0,159,2,1,9.547484926711912,4,2,93.53431811793993
2,1,0,0,1,1,49,4,0,1.3786804160387018,4,0,87.44562844772355
4,0,0,0,0,0,121,2,1,2.211722343319326,1,0,65.8341996760628
2,0,0,0,0,1,71,2,1,7.737377703085321,4,0,85.78891595405288
5,0,0,0,0,0,54,1,0,5.171561744975231,4,2,75.87536371415854
9,0,0,0,0,0,203,2,0,7.024833516417474,1,2,84.63275129271368
1,0,0,0,0,0,168,0,0,9.562645864045168,0,0,35.46102578905912
5,1,0,0,0,0,98,4,1,2.484104838804812,5,0,79.71196168714687
9,0,0,0,0,1,69,5,1,13.406992421396017,4,2,100.0
1,0,0,0,0,0,148,1,0,8.436252963228977,5,1,68.96660481139199
9,0,0,0,0,0,116,5,0,0.42918980541615537,5,2,77.50448590556248
8,0,0,0,0,0,25,2,1,9.463947341834528,0,2,76.40267483028919
4,1,1,0,0,0,247,3,0,7.001366083433365,2,0,81.23891020269109
5,1,1,0,0,0,128,0,0,10.554422760990258,0,1,74.86836310773364
5,0,0,0,0,0,208,0,0,11.782100981769418,1,0,50.46842269574802
6,1,0,0,0,1,226,0,1,14.088788315509944,1,2,100.0
7,0,0,0,0,0,154,1,0,14.975352334697494,1,1,69.94538631937564
8,1,0,0,0,0,177,2,0,8.289293202724261,4,2,100.0
8,0,0,0,0,0,113,0,1,8.466474461613526,3,2,75.94901569843542
2,1,0,0,1,0,193,2,0,0.43443423953653293,4,0,84.80171815577026
9,1,0,0,0,0,227,3,0,12.991040054946325,0,0,67.21227441895839
7,0,1,0,0,0,64,2,1,0.5278981037835633,2,0,76.4967318590827
